ISO,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
PRY,Paraguay,Population,Persons,Millions,,5.346,5.456,5.567,5.677,5.788,5.899,6.009,6.12,6.23,6.341,6.451,6.562,6.677,6.795,6.914,7.036,7.16,7.286,7.414,7.544
PER,Peru,"Gross domestic product, constant prices",National currency,Billions,,121.057,121.317,127.402,132.545,139.141,148.64,160.145,174.408,191.505,193.157,210.079,224.495,238.59,250.57,264.399,279.756,295.991,313.159,331.336,350.568
PER,Peru,"Inflation, average consumer prices",Index,,,80.373,81.961,82.118,83.975,87.05,88.458,90.228,91.833,97.148,100,101.53,104.951,108.787,111.84,114.584,117.001,119.341,121.728,124.162,126.645
PER,Peru,Unemployment rate,Percent of total labor force,,,7.847,9.246,9.42,9.424,9.436,9.577,8.542,8.419,8.377,8.387,7.88,7.727,6.798,7.519,6,6,6,6,6,6
PER,Peru,Population,Persons,Millions,,25.207,25.597,25.993,26.395,26.804,27.219,27.64,28.221,28.657,29.101,29.552,30.009,30.474,30.946,31.424,31.911,32.405,32.907,33.416,33.934
PHL,Philippines,"Gross domestic product, constant prices",National currency,Billions,,"3,580.71","3,684.34","3,818.67","4,008.47","4,276.94","4,481.28","4,716.23","5,028.29","5,237.10","5,297.24","5,701.54","5,909.00","6,311.67","6,763.77","7,201.22","7,669.64","8,145.89","8,635.80","9,155.59","9,707.10"
PHL,Philippines,"Inflation, average consumer prices",Index,,,76.658,80.8,83,84.883,88.95,94.817,100,102.942,111.367,116.058,120.45,126.133,130.133,133.95,139.893,144.947,150.02,155.27,160.705,166.33
PHL,Philippines,Unemployment rate,Percent of total labor force,,,11.175,11.125,11.4,11.4,11.825,11.35,7.95,7.325,7.4,7.475,7.325,7.025,7.025,7.1,6.9,6.8,6.7,6.6,6.5,6.5
PHL,Philippines,Population,Persons,Millions,,76.79,78.59,80.16,81.88,83.56,85.26,86.97,88.71,90.5,91,92.6,94.2,95.8,97.484,99.434,101.423,103.451,105.52,107.631,109.783
POL,Poland,"Gross domestic product, constant prices",National currency,Billions,,844.769,854.951,867.292,900.83,948.977,983.302,"1,044.54","1,115.41","1,172.59","1,191.69","1,237.86","1,293.82","1,318.91","1,339.35","1,380.71","1,426.29","1,474.08","1,526.31","1,581.15","1,638.39"
POL,Poland,"Inflation, average consumer prices",Index,,,118.137,124.635,127.003,128.019,132.489,135.315,136.714,140.12,146.028,151.066,154.969,161.581,167.56,169.068,171.533,175.607,179.997,184.497,189.11,193.837
POL,Poland,Unemployment rate,Percent of total labor force,,,16.098,18.264,19.942,19.643,18.974,17.745,13.84,9.602,7.118,8.166,9.637,9.631,10.088,10.325,10.213,9.962,9.886,9.828,9.645,9.605
POL,Poland,Population,Persons,Millions,,38.263,38.254,38.242,38.219,38.191,38.174,38.157,38.125,38.116,38.136,38.167,38.53,38.538,38.533,38.537,38.538,38.536,38.528,38.516,38.504
PRT,Portugal,"Gross domestic product, constant prices",National currency,Billions,,152.156,155.161,156.347,154.922,157.34,158.559,160.855,164.66,164.646,159.858,162.953,160.916,155.726,153.621,155.413,157.667,160.316,163.202,166.205,169.263
PRT,Portugal,"Inflation, average consumer prices",Index,,,85.457,89.225,92.507,95.521,97.918,100,103.043,105.54,108.338,107.36,108.852,112.723,115.854,116.364,117.142,118.546,120.289,122.099,123.909,125.77
PRT,Portugal,Unemployment rate,Percent of total labor force,,,4.002,4.058,5.062,6.269,6.651,7.616,7.657,7.985,7.592,9.469,10.797,12.739,15.653,16.252,15.65,15.05,14.528,14.004,13.442,12.876
PRT,Portugal,Employment,Persons,Millions,,5.03,5.121,5.151,5.121,5.117,5.1,5.126,5.124,5.147,5.014,4.937,4.861,4.656,4.52,4.55,4.583,n/a,n/a,n/a,n/a
PRT,Portugal,Population,Persons,Millions,,10.226,10.293,10.368,10.441,10.502,10.549,10.584,10.608,10.622,10.632,10.637,10.651,10.602,10.613,10.623,10.633,10.641,10.648,10.656,10.664
QAT,Qatar,"Gross domestic product, constant prices",National currency,Billions,,83.886,87.156,93.416,96.891,115.512,124.167,156.662,184.838,217.486,243.492,284.232,321.074,341.12,362.045,383.281,410.403,440.806,472.401,503.482,535.803
QAT,Qatar,"Inflation, average consumer prices",Index,,,139.586,141.68,141.822,145.083,155.094,168.742,188.823,214.503,247.107,234.999,229.359,233.717,238.074,245.377,254.131,262.996,272.403,281.977,291.82,301.833
QAT,Qatar,Population,Persons,Millions,,0.594,0.612,0.63,0.66,0.72,0.821,0.968,1.152,1.554,1.632,1.637,1.708,1.837,2.02,2.212,2.389,2.557,2.672,2.725,2.779
ROU,Romania,"Gross domestic product, constant prices",National currency,Billions,,218.827,231.254,242.995,255.72,277.431,288.955,311.709,331.4,355.754,332.36,328.541,335.631,337.944,349.704,357.548,366.451,377.032,389.702,403.207,417.422
ROU,Romania,"Inflation, average consumer prices",Index,,,32.076,43.127,52.683,60.75,67.951,74.064,78.945,82.762,89.255,94.239,100,105.795,109.328,113.703,116.166,119.752,123.344,126.798,130.348,133.868
ROU,Romania,Unemployment rate,Percent of total labor force,,,7.157,6.606,8.44,7.025,8.074,7.174,7.27,6.413,5.788,6.859,7.277,7.4,7.038,7.288,7.168,7.029,6.889,6.75,6.61,6.47
ROU,Romania,Population,Persons,Millions,,22.334,22.326,22.309,21.686,21.638,21.609,21.575,21.551,21.517,21.484,21.447,21.384,21.336,21.285,21.244,21.204,21.164,21.124,21.083,21.043
RUS,Russia,"Gross domestic product, constant prices",National currency,Billions,,"24,825.05","26,088.93","27,326.53","29,308.55","31,404.51","33,410.50","36,134.60","39,218.70","41,276.80","38,057.21","39,769.78","41,479.89","42,890.20","43,441.04","44,017.63","45,039.48","46,165.47","47,319.60","48,502.59","49,715.16"
RUS,Russia,"Inflation, average consumer prices",Index,,,286.416,347.884,402.792,457.837,507.682,572.073,627.442,683.957,780.448,871.403,931.126,"1,009.74","1,060.91","1,132.66","1,198.04","1,261.54","1,326.51","1,392.83","1,462.47","1,535.60"
RUS,Russia,Unemployment rate,Percent of total labor force,,,10.591,8.939,8,8.6,8.2,7.6,7.2,6.1,6.3,8.4,7.3,6.5,5.5,5.525,6.2,6.2,6,6,6,6
RUS,Russia,Population,Persons,Millions,,146.3,146.3,145.2,145,144.3,143.8,143.2,142.8,142.8,142.7,142.9,142.9,143,142.929,142.857,142.786,142.714,142.643,142.572,142.5
RWA,Rwanda,"Gross domestic product, constant prices",National currency,Billions,,"1,065.43","1,155.82","1,308.30","1,337.11","1,436.70","1,571.43","1,716.42","1,847.44","2,053.64","2,181.68","2,339.17","2,531.91","2,733.67","2,870.35","3,085.63","3,317.05","3,565.83","3,833.27","4,120.76","4,429.82"
RWA,Rwanda,"Inflation, average consumer prices",Index,,,48.472,50.104,51.093,54.897,61.458,67.063,72.986,79.614,91.906,101.415,103.753,109.633,116.525,121.447,126.395,132.399,139.019,145.97,153.269,160.932
RWA,Rwanda,Population,Persons,Millions,,8.025,8.383,8.614,8.758,8.882,9.038,9.2,9.394,9.591,9.792,9.998,10.208,10.422,10.641,10.865,11.093,11.326,11.563,11.806,12.054
WSM,Samoa,"Gross domestic product, constant prices",National currency,Billions,,0.768,0.829,0.881,0.915,0.953,1.019,1.04,1.059,1.105,1.048,1.054,1.069,1.1,1.096,1.114,1.134,1.155,1.149,1.155,1.177
WSM,Samoa,"Inflation, average consumer prices",Index,,,100,101.9,109.441,114.147,123.103,132.724,137.346,143.826,152.831,175.209,174.857,179.884,191.021,190.625,188.719,194.381,200.212,205.217,209.322,214.555
WSM,Samoa,Population,Persons,Millions,,0.175,0.177,0.177,0.178,0.178,0.179,0.179,0.18,0.181,0.181,0.182,0.183,0.183,0.184,0.185,0.185,0.186,0.187,0.187,0.188
SMR,San Marino,"Gross domestic product, constant prices",National currency,Billions,,1.387,1.464,1.469,1.526,1.596,1.634,1.697,1.818,1.879,1.701,1.615,1.478,1.401,1.357,1.357,1.387,1.42,1.457,1.498,1.541
SMR,San Marino,"Inflation, average consumer prices",Index,,,n/a,n/a,n/a,101.339,102.788,104.522,106.712,109.352,113.831,116.583,119.608,121.999,125.448,127.079,128.349,129.889,131.578,133.42,135.421,137.724
SMR,San Marino,Unemployment rate,Percent of total labor force,,,n/a,2.921,3.921,4.119,3.362,3.56,3.313,3.021,3.114,4.483,4.945,5.469,6.9,8,8.2,7.8,7.2,6.6,5.9,5.2
STP,São Tomé and Príncipe,"Gross domestic product, constant prices",National currency,Billions,,612.745,631.522,644.088,687.47,718.737,730.47,822.822,839.243,915.401,952.226,995.185,"1,044.38","1,086.16","1,129.60","1,186.08","1,251.32","1,320.14","1,399.35","1,483.31","1,572.31"
STP,São Tomé and Príncipe,"Inflation, average consumer prices",Index,,,100,109.219,120.283,132.063,149.607,175.268,215.71,255.725,337.534,394.769,447.429,511.504,565.917,611.791,652.176,684.219,708.1,729.343,751.223,773.76
STP,São Tomé and Príncipe,Unemployment rate,Percent of total labor force,,,14.419,15.734,17.625,16.364,16.582,17.335,16.425,16.218,15.925,15.715,13.711,13.496,13.899,13.684,13.468,13.036,12.601,12.164,11.725,11.283
STP,São Tomé and Príncipe,Population,Persons,Millions,,0.135,0.138,0.14,0.143,0.146,0.149,0.152,0.155,0.158,0.161,0.164,0.167,0.187,0.191,0.195,0.199,0.203,0.207,0.21,0.214
SAU,Saudi Arabia,"Gross domestic product, constant prices",National currency,Billions,,656.924,660.52,661.364,712.019,749.525,803.912,848.743,899.602,975.41,993.255,"1,067.09","1,158.55","1,225.89","1,272.45","1,324.49","1,380.18","1,438.24","1,499.18","1,562.70","1,629.51"
SAU,Saudi Arabia,"Inflation, average consumer prices",Index,,,93.2,92,92.1,92.6,92.9,93.4,95.2,100,106.1,110.5,114.7,119,122.4,126.692,130.502,134.737,139.453,144.359,149.454,154.741
SAU,Saudi Arabia,Unemployment rate,Percent of total labor force,,,4.571,4.617,5.265,5.562,5.822,6.051,6.254,5.645,5.176,5.377,5.548,5.772,5.4,5.5,n/a,n/a,n/a,n/a,n/a,n/a
SAU,Saudi Arabia,Population,Persons,Millions,,20.474,20.976,21.491,22.02,22.564,23.33,24.122,24.941,25.787,26.661,27.563,28.376,29.196,29.994,30.624,31.237,31.861,32.499,33.149,33.812
SEN,Senegal,"Gross domestic product, constant prices",National currency,Billions,,"3,331.77","3,484.39","3,507.21","3,741.60","3,961.27","4,183.61","4,286.96","4,498.67","4,664.33","4,777.36","4,981.18","5,084.13","5,259.68","5,472.60","5,722.70","5,998.65","6,306.42","6,628.62","6,969.61","7,329.02"
SEN,Senegal,"Inflation, average consumer prices",Index,,,81.122,83.599,85.604,85.562,86.002,87.471,89.319,94.556,100,98.286,99.495,102.887,104.366,105.224,106.741,108.555,110.41,112.459,114.545,116.67
SEN,Senegal,Population,Persons,Millions,,9.862,10.119,10.39,10.674,10.968,11.271,11.583,11.905,12.239,12.587,12.951,13.331,13.722,14.125,14.54,14.966,15.406,15.858,16.323,16.803
SRB,Serbia,"Gross domestic product, constant prices",National currency,Billions,,"2,010.84","2,117.42","2,209.33","2,264.66","2,475.99","2,609.78","2,702.60","2,848.06","2,956.83","2,853.17","2,881.89","2,927.06","2,882.48","2,953.29","2,982.30","3,027.06","3,087.61","3,164.80","3,259.74","3,390.13"
SRB,Serbia,"Inflation, average consumer prices",Index,,,34.719,62.703,68.256,70.239,77.693,90.313,100,106.898,120.181,129.918,137.913,153.284,164.543,177.191,184.279,191.651,199.317,207.29,215.61,224.146
SRB,Serbia,Unemployment rate,Percent of total labor force,,,12.1,12.2,14.47,16,19.53,21.83,21.56,18.8,14.7,17.4,20,24.4,23.1,21,21.614,22.016,21.782,21.457,21.034,20.424
SRB,Serbia,Population,Persons,Millions,,7.516,7.503,7.5,7.481,7.463,7.441,7.412,7.382,7.35,7.321,7.291,7.234,7.199,7.199,7.199,7.199,7.199,7.199,7.199,7.199
SYC,Seychelles,"Gross domestic product, constant prices",National currency,Billions,,5.202,5.084,5.145,4.842,4.704,5.128,5.61,6.195,6.062,5.995,6.352,6.854,7.047,7.297,7.567,7.853,8.14,8.433,8.73,9.03
SYC,Seychelles,"Inflation, average consumer prices",Index,,,100,106,106.212,109.717,113.996,114.731,112.591,102.944,140.996,185.76,181.302,185.942,199.163,207.805,215,222,228.66,235.52,242.585,249.863
SYC,Seychelles,Unemployment rate,Percent of total labor force,,,3.112,4.412,4.064,3.151,3.531,3.624,2.511,1.863,1.716,5.136,4.605,4.13,3.705,3.325,2.983,2.684,2.684,3.684,4.684,5.684
SYC,Seychelles,Population,Persons,Millions,,0.081,0.081,0.083,0.083,0.082,0.083,0.085,0.085,0.087,0.087,0.09,0.091,0.092,0.093,0.094,0.095,0.096,0.097,0.098,0.099
SLE,Sierra Leone,"Gross domestic product, constant prices",National currency,Billions,,"2,946.24","3,481.56","4,401.58","4,812.10","5,130.43","5,362.95","5,590.39","6,040.00","6,356.55","6,559.70","6,910.51","7,323.58","8,434.11","9,810.58","11,171.65","12,379.36","13,184.97","13,874.43","14,612.15","15,345.13"
SLE,Sierra Leone,"Inflation, average consumer prices",Index,,,509.972,523.067,503.93,541.956,619.167,693.776,760.002,848.542,974.418,"1,064.52","1,253.81","1,485.28","1,690.42","1,856.06","2,001.02","2,134.66","2,255.75","2,377.56","2,505.95","2,641.27"
SLE,Sierra Leone,Population,Persons,Millions,,4.14,4.296,4.493,4.713,4.928,5.12,5.281,5.416,5.532,5.641,5.752,5.865,5.979,6.104,6.232,6.319,6.439,6.561,6.686,6.813
SGP,Singapore,"Gross domestic product, constant prices",National currency,Billions,,165.359,163.45,170.318,178.119,194.433,208.764,227.415,247.84,252.472,250.954,288.748,306.071,311.884,324.592,336.359,348.566,361.238,374.267,388.162,402.828
SGP,Singapore,"Inflation, average consumer prices",Index,,,87.556,88.443,88.098,88.527,90.006,90.432,91.312,93.225,99.389,99.974,102.797,108.191,113.141,115.81,118.425,121.468,124.434,127.496,130.582,133.701
SGP,Singapore,Unemployment rate,Percent of total labor force,,,2.675,2.65,3.55,3.95,3.35,3.125,2.65,2.125,2.225,3.025,2.175,2.025,1.95,1.9,2,2.1,2.2,2.2,2.1,2.1
SGP,Singapore,Employment,Persons,Millions,,2.134,2.063,2.053,2.065,2.11,2.293,2.354,2.473,2.68,2.739,2.86,2.957,3.073,3.171,3.235,3.285,n/a,n/a,n/a,n/a
SGP,Singapore,Population,Persons,Millions,,4.028,4.138,4.176,4.115,4.167,4.266,4.401,4.589,4.839,4.988,5.077,5.184,5.312,5.399,5.473,5.532,5.585,5.639,5.693,5.748
SVK,Slovak Republic,"Gross domestic product, constant prices",National currency,Billions,,38.813,40.165,42.005,44.011,46.237,49.314,53.43,59.037,62.432,59.35,61.977,63.825,64.975,65.587,67.094,69.074,71.492,74.065,76.732,79.494
SVK,Slovak Republic,"Inflation, average consumer prices",Index,,,75.295,80.678,83.483,90.519,97.262,99.973,104.235,106.214,110.405,111.43,112.212,116.79,121.158,122.929,123.833,125.81,128.087,130.657,133.387,136.265
SVK,Slovak Republic,Unemployment rate,Percent of total labor force,,,18.908,19.458,18.808,17.692,18.358,16.375,13.467,11.233,9.575,12.117,14.492,13.683,13.967,14.173,13.856,13.601,13.249,12.712,12.169,11.521
SVK,Slovak Republic,Employment,Persons,Millions,,2.025,2.037,2.038,2.06,2.056,2.089,2.132,2.177,2.247,2.203,2.17,2.208,2.209,2.192,2.198,2.21,n/a,n/a,n/a,n/a
SVK,Slovak Republic,Population,Persons,Millions,,5.377,5.379,5.384,5.389,5.37,5.379,5.389,5.391,5.396,5.409,5.422,5.392,5.404,5.411,5.417,5.424,5.43,5.437,5.444,5.45
SVN,Slovenia,"Gross domestic product, constant prices",National currency,Billions,,18.566,19.111,19.843,20.424,21.323,22.178,23.475,25.109,25.958,23.897,24.197,24.369,23.749,23.486,23.563,23.787,24.139,24.564,25.019,25.488
SVN,Slovenia,"Inflation, average consumer prices",Index,,,76.592,83.025,89.217,94.192,97.583,100.008,102.467,106.167,112.167,113.125,115.2,117.308,120.342,122.325,123.733,125.744,128.419,130.859,133.476,136.145
SVN,Slovenia,Unemployment rate,Percent of total labor force,,,6.742,6.192,6.342,6.7,6.342,6.542,5.992,4.858,4.392,5.892,7.267,8.208,8.892,10.13,10.4,9.952,9.412,8.868,8.321,7.771
SVN,Slovenia,Employment,Persons,Millions,,0.915,0.92,0.934,0.931,0.935,0.931,0.945,0.977,1.002,0.984,0.963,0.947,0.939,0.923,0.92,0.925,n/a,n/a,n/a,n/a
SVN,Slovenia,Population,Persons,Millions,,1.988,1.99,1.994,1.995,1.996,1.998,2.003,2.01,2.01,2.032,2.047,2.05,2.055,2.059,2.062,2.065,2.069,2.072,2.076,2.079
SLB,Solomon Islands,"Gross domestic product, constant prices",National currency,Billions,,2.641,2.431,2.363,2.517,2.721,3.07,3.193,3.397,3.638,3.466,3.737,4.137,4.338,4.466,4.646,4.812,4.977,5.152,5.336,5.527
SLB,Solomon Islands,"Inflation, average consumer prices",Index,,,65.347,70.332,76.92,84.671,90.527,97.342,108.268,116.566,136.758,146.484,147.871,158.867,168.256,178.478,188.925,199.423,209.933,220.612,231.622,244.407
SLB,Solomon Islands,Population,Persons,Millions,,0.412,0.424,0.435,0.446,0.458,0.469,0.481,0.492,0.504,0.515,0.526,0.538,0.55,0.562,0.575,0.588,0.601,0.614,0.627,0.641
ZAF,South Africa,"Gross domestic product, constant prices",National currency,Billions,,"1,301.77","1,337.38","1,386.44","1,427.32","1,492.33","1,571.08","1,659.12","1,751.17","1,814.59","1,786.90","1,843.01","1,909.34","1,956.44","1,993.43","2,040.16","2,094.42","2,160.57","2,226.20","2,293.77","2,363.58"
ZAF,South Africa,"Inflation, average consumer prices",Index,,,100,105.7,115.4,122.1,123.8,128,134,143.5,160.055,171.459,178.781,187.721,198.334,209.741,222.279,234.726,247.402,260.266,273.8,288.038
ZAF,South Africa,Unemployment rate,Percent of total labor force,,,23.3,26.3,28.15,28,25.45,25,23.85,23.25,22.525,23.7,24.875,24.8,24.875,24.742,24.742,24.742,24.375,24.004,23.855,23.705
ZAF,South Africa,Population,Persons,Millions,,43.686,44.951,45.586,46.184,47.019,47.64,48.27,48.91,49.561,50.223,50.896,51.58,52.275,52.982,53.699,54.425,55.161,55.907,56.663,57.429
SSD,South Sudan,"Gross domestic product, constant prices",National currency,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,35.54,18.64,23.188,24.83,29.193,33.787,34.898,36.772,38.909
SSD,South Sudan,"Inflation, average consumer prices",Index,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,109.546,158.926,158.864,176.584,192.476,204.795,215.035,225.786,237.076
SSD,South Sudan,Population,Persons,Millions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9.897,10.386,10.882,11.384,11.893,12.131,12.373,12.621,12.873
ESP,Spain,"Gross domestic product, constant prices",National currency,Billions,,852.691,883.99,907.922,935.96,966.446,"1,001.12","1,041.91","1,078.16","1,087.79","1,046.10","1,043.98","1,044.52","1,027.36","1,014.83","1,023.63","1,033.48","1,045.13","1,057.38","1,070.21","1,083.78"
ESP,Spain,"Inflation, average consumer prices",Index,,,85.468,87.884,91.038,93.863,96.728,100,103.563,106.508,110.906,110.642,112.902,116.348,119.182,121.001,121.329,122.346,123.445,124.734,126.008,127.334
ESP,Spain,Unemployment rate,Percent of total labor force,,,13.85,10.55,11.475,11.5,10.975,9.15,8.525,8.275,11.3,18,20.075,21.65,25,26.375,25.54,24.9,24.171,23.429,22.632,21.801
ESP,Spain,Employment,Persons,Millions,,15.506,16.146,16.63,17.296,17.971,18.973,19.748,20.356,20.258,18.888,18.457,18.105,17.282,16.75,16.8,16.861,n/a,n/a,n/a,n/a
ESP,Spain,Population,Persons,Millions,,40.264,40.721,41.424,42.196,42.859,43.663,44.361,45.236,45.983,46.368,46.562,46.736,46.766,46.61,46.507,46.402,46.292,46.179,46.062,45.941
LKA,Sri Lanka,"Gross domestic product, constant prices",National currency,Billions,,"1,656.82","1,631.22","1,636.04","1,733.22","1,827.60","1,941.67","2,090.57","2,232.66","2,365.50","2,449.21","2,645.54","2,863.69","3,045.14","3,267.44","3,496.16","3,723.41","3,965.43","4,223.18","4,497.69","4,790.04"
LKA,Sri Lanka,"Inflation, average consumer prices",Index,,,50.216,57.326,62.801,68.433,74.6,82.794,91.09,105.52,129.15,133.625,141.933,151.467,162.892,174.15,182.325,194.023,205.358,216.653,228.569,241.14
LKA,Sri Lanka,Unemployment rate,Percent of total labor force,,,7.573,7.9,8.8,8.4,8.3,7.7,6.6,6.2,6,5.9,5,4.1,4,4,4,4,4,4,4,4
LKA,Sri Lanka,Population,Persons,Millions,,18.467,18.732,19.007,19.232,19.444,19.619,19.773,19.928,20.085,20.242,20.401,20.541,20.658,20.822,20.964,21.107,21.252,21.397,21.543,21.69
KNA,St. Kitts and Nevis,"Gross domestic product, constant prices",National currency,Billions,,1.22,1.284,1.299,1.242,1.291,1.403,1.467,1.538,1.591,1.531,1.472,1.444,1.432,1.456,1.496,1.541,1.59,1.64,1.69,1.742
KNA,St. Kitts and Nevis,"Inflation, average consumer prices",Index,,,73.38,74.948,76.506,78.241,80.001,82.7,89.719,93.74,98.708,100.739,101.347,108.513,110.047,110.78,111.602,113.557,116.115,119.018,121.994,125.043
KNA,St. Kitts and Nevis,Population,Persons,Millions,,0.044,0.046,0.047,0.048,0.049,0.05,0.051,0.052,0.053,0.054,0.055,0.056,0.057,0.058,0.06,0.061,0.062,0.063,0.065,0.066
LCA,St. Lucia,"Gross domestic product, constant prices",National currency,Billions,,2.467,2.38,2.373,2.489,2.668,2.657,2.847,2.886,3.021,3.019,2.997,3.039,3,2.954,2.964,2.995,3.038,3.094,3.157,3.228
LCA,St. Lucia,"Inflation, average consumer prices",Index,,,81.52,85.819,85.599,86.485,87.748,91.179,94.428,97.096,102.485,102.323,105.649,108.574,113.11,114.769,116.066,118.824,121.251,124.374,128.279,132.277
LCA,St. Lucia,Population,Persons,Millions,,0.156,0.158,0.159,0.159,0.16,0.161,0.162,0.163,0.164,0.165,0.166,0.167,0.168,0.169,0.17,0.171,0.172,0.173,0.174,0.175
VCT,St. Vincent and the Grenadines,"Gross domestic product, constant prices",National currency,Billions,,1.068,1.086,1.152,1.237,1.294,1.333,1.413,1.455,1.449,1.419,1.387,1.391,1.412,1.442,1.476,1.519,1.568,1.619,1.672,1.727
VCT,St. Vincent and the Grenadines,"Inflation, average consumer prices",Index,,,75.799,76.439,77.011,77.107,79.308,82.04,84.513,90.424,99.577,99.949,100.7,103.908,106.608,107.522,108.436,109.659,111.573,113.577,115.83,118.146
VCT,St. Vincent and the Grenadines,Population,Persons,Millions,,0.106,0.106,0.107,0.107,0.108,0.108,0.109,0.109,0.109,0.109,0.109,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11
SDN,Sudan,"Gross domestic product, constant prices",National currency,Billions,,59.195,63.913,67.58,73.145,77.978,78.312,85.292,92.537,95.352,99.82,102.824,101.631,98.584,101.889,104.613,109.454,116.074,122.103,128.788,134.358
SDN,Sudan,"Inflation, average consumer prices",Index,,,60.009,62.933,68.177,73.434,79.616,86.375,92.594,100,114.284,127.149,143.666,169.661,229.975,313.967,378.016,432.073,472.938,506.989,537.409,566.966
SDN,Sudan,Unemployment rate,Percent of total labor force,,,15.2,15,15.9,15.8,16.183,17.01,17.493,16.77,16.04,14.894,13.733,12.033,10.832,9.616,8.382,8.025,7.667,7.307,6.945,6.582
SDN,Sudan,Population,Persons,Millions,,31.1,31.9,32.7,33.6,34.474,35.3,36.218,37.159,38.126,39.117,40.134,32.661,33.51,34.382,35.276,36.193,37.134,38.099,39.09,40.106
SUR,Suriname,"Gross domestic product, constant prices",National currency,Billions,,5.573,5.846,6.065,6.441,6.911,7.251,7.669,8.061,8.395,8.648,9.013,9.49,9.945,10.411,10.824,11.26,11.762,12.308,12.885,13.442
SUR,Suriname,"Inflation, average consumer prices",Index,,,74.424,100,115.516,142.085,155.052,176.73,196.423,209.479,240.808,240.7,257.279,302.87,318.035,324.152,329.654,339.745,351.843,365.845,380.336,394.453
SUR,Suriname,Unemployment rate,Percent of total labor force,,,13.767,13.729,9.658,6.549,8.383,11.084,12.281,10.682,9.361,9.018,7.564,8.014,8.5,8.5,8.928,8.928,8.928,8.928,8.928,8.928
SUR,Suriname,Population,Persons,Millions,,0.467,0.474,0.479,0.484,0.493,0.499,0.504,0.51,0.517,0.524,0.531,0.54,0.542,0.547,0.553,0.558,0.563,0.568,0.573,0.577
SWZ,Swaziland,"Gross domestic product, constant prices",National currency,Billions,,10.58,10.702,10.892,11.136,11.46,11.742,12.13,12.555,12.853,13.014,13.257,13.177,13.422,13.796,14.08,14.374,14.671,14.975,15.285,15.601
SWZ,Swaziland,"Inflation, average consumer prices",Index,,,100,105.942,118.676,127.328,131.714,134.021,140.99,152.377,171.664,184.45,192.767,204.54,222.825,235.347,248.347,261.261,274.847,289.139,304.174,319.991
SWZ,Swaziland,Population,Persons,Millions,,1.064,1.075,1.082,1.088,1.095,1.105,1.118,1.02,1.031,1.043,1.054,1.067,1.08,1.093,1.106,1.119,1.132,1.147,1.162,1.177
SWE,Sweden,"Gross domestic product, constant prices",National currency,Billions,,"2,760.79","2,795.64","2,865.06","2,931.98","3,056.15","3,152.75","3,288.23","3,397.21","3,376.37","3,206.61","3,416.86","3,517.07","3,549.71","3,603.97","3,703.78","3,799.95","3,896.55","3,990.66","4,087.03","4,185.20"
SWE,Sweden,"Inflation, average consumer prices",Index,,,83.009,85.006,86.841,88.513,88.844,89.247,90.461,92.462,95.64,95.167,96.269,99.119,100,99.954,100.329,101.96,104.407,106.6,108.732,110.906
SWE,Sweden,Unemployment rate,Percent of total labor force,,,5.6,5.825,5.95,6.567,7.375,7.642,7.042,6.117,6.167,8.3,8.575,7.767,7.967,8,8.042,7.692,7.492,7.292,7.092,6.892
SWE,Sweden,Employment,Persons,Millions,,4.156,4.318,4.324,4.314,4.29,4.336,4.429,4.541,4.593,4.499,4.524,4.626,4.657,4.68,4.697,4.735,n/a,n/a,n/a,n/a
SWE,Sweden,Population,Persons,Millions,,8.883,8.909,8.941,8.976,9.011,9.048,9.113,9.183,9.256,9.341,9.416,9.483,9.556,9.635,9.714,9.794,9.862,9.929,9.998,10.066
CHE,Switzerland,"Gross domestic product, constant prices",National currency,Billions,,448.968,454.549,455.392,455.488,466.516,479.088,497.061,516.177,527.348,517.134,532.407,541.938,547.623,558.376,570.35,583.032,594.751,606.765,617.687,628.496
CHE,Switzerland,"Inflation, average consumer prices",Index,,,91.499,92.405,92.996,93.588,94.338,95.445,96.458,97.17,99.534,99.059,99.737,99.963,99.266,99.049,99.247,99.743,100.741,101.748,102.766,103.793
CHE,Switzerland,Unemployment rate,Percent of total labor force,,,1.824,1.703,2.546,3.691,3.879,3.763,3.332,2.766,2.577,3.701,3.516,2.843,2.905,3.158,3.226,3.047,2.877,2.823,2.715,2.612
CHE,Switzerland,Employment,Persons,Millions,,4.116,4.183,4.213,4.199,4.21,4.241,4.328,4.44,4.548,4.568,4.593,4.705,4.775,4.837,4.88,4.929,n/a,n/a,n/a,n/a
CHE,Switzerland,Population,Persons,Millions,,7.164,7.198,7.256,7.314,7.364,7.415,7.459,7.509,7.593,7.701,7.786,7.87,7.955,8.003,8.051,8.099,8.148,8.197,8.246,8.295
SYR,Syria,"Gross domestic product, constant prices",National currency,Billions,,947.13,981.983,"1,039.89","1,018.71","1,089.03","1,156.71","1,215.08","1,284.04","1,341.52","1,420.83","1,469.70",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
